BHF;EBHF;EVA;EPA;Vbd
Bjoernfjell;7602406;7600149;0;
Björketorp station;7485539;7400378;0;
Bjorkliden;7400326;0;0;
Björkliden station;7471779;7400195;7400059;
Bjorkoby;7400332;0;0;
Björköby station;7460827;7400470;0;
Bjorli;7600805;7600197;7600805;
Bjuv;7400306;0;0;
Bjuv Station;7450471;7400471;0;
Blachownia;5128330;5100479;0;
Blacko-Jaksic;7881974;7800210;0;
Blackpool N;7027390;0;0;
Blackpool North;7050287;7000287;7000007;
Blacons;8786410;8702482;0;
Bladzim;5168330;5100484;0;
Blaenau Ffestin;7024500;0;0;
Blaenau Ffestiniog;7055224;7000267;0;
Blagoevgrad;5256040;5200006;0;
Blagoevgrad Spirka;5250068;5200068;0;
Blagoj Zahariev;5266035;5216035;0;
Blagovar;2073800;2004772;0;
Blagovescensk;2095470;0;0;
Blagoveshensk;2027046;2001970;0;
Blahousty;5490042;5400487;0;
Blaibach(Oberpf);8007160;8001003;0;493
Blaichach(Allgäu);8001004;8001004;8087186;
Blainville Damele;8714113;0;0;
Blainville-Damelevie;8759417;8700804;8700933;
Blair Atholl;7050262;7000262;7000196;
Blaisy-Bas(Dijon);8798537;8700699;0;
Blaj;5331530;5300017;5331530;
Blaker;7631366;7600096;0;
Blakitnoe;2265808;2201096;0;
Blakstad;7687526;7600335;7602141;
Blanca;7942006;7900078;0;
Blanchifontaine;8721817;8700730;0;
Blandain(fr);8728692;0;0;
Blandain(fr);8800220;8800598;0;
Blandiana;5371054;5321054;0;
Bland./Tourc.(fr);8728691;0;0;
Bland./Tourc.(fr);8800222;0;0;
Blangy-s-Ternoise;8786617;8700748;0;
Blangy-sur-Bresle;8744297;8700813;8700886;
Blanice;5498042;5400488;0;
Blankenbach;8001011;8007282;0;VAB
Blankenberge;8891405;8800039;0;
Blankenberg(Meckl);8010051;8010051;8019820;
Blankenberg(Sieg);8001006;8001006;0;VRS
Blankenburg(CH);8556873;8507274;0;
Blankenburger Weg, B;732842;732842;0;
Blankenburg(Harz);8013439;8013439;0;
Blankenfelde Mozartw;8079711;8079711;0;
Blankenf(Teltow-Fl);8010053;8010053;0;VBB
Blankenheim(Gem);8040106;0;0;
Blankenheim Ort;8071349;8071349;0;
Blankenheim(Sangerh);8010054;8010054;0;
Blankenheim(Wald);8001008;8001008;8053007;VRS
Blankenloch;8001009;8001009;0;KVV
Blankenloch Bahnhof,;720324;720324;0;
Blankensee(Meckl);8011205;8011205;0;
Blankenstein(Saale);8011206;8011206;0;
Blanmont;8861531;8800535;0;
Blanquefort;8749426;8702842;0;
Blansko;5433095;5400489;5433095;
Blansko mesto;5434842;5400490;0;
Blanzy Canal;8765426;8702844;0;
Blaszki;5192330;5100487;0;
Blata;7889974;7800211;0;
Blatec;5442842;5400491;0;
Blatna;4444205;0;0;
Blatna;5474722;5400492;5474722;
Blatna(TS);4444210;0;0;
Blatnice pod Svatym;5458842;5400494;0;
Blatnice u Nyran;5450842;5400493;0;
Blatno u Jesenice;5460560;5400037;5475186;
Blaton;8884715;8800040;0;
Blatten b Naters;8501754;0;0;
Blatten b. Naters (B;8580236;8530235;0;
Blatten b. Naters, E;8570936;8571168;0;
Blatten b. Naters,Lu;8542241;8501754;0;
Blatten Loetschen;8507753;0;0;
Blatten (Lötschen),;8544110;8580755;0;
Blatten (Lötschen),;8550241;8507753;0;
Blaubeuren;8001013;8001013;0;DIN
Blaue Maus, Wittdün;696064;696064;0;
Blaufelden;8001014;8001014;8074170;VSH
Blausee-Mitholz;8564873;8507476;0;
Blaustein;8001015;8001015;0;DIN
Blazkowa;5160330;5100483;0;
Blazovice;5474842;5400496;5433125;
Blechhammer(Thür);8011208;8011208;0;
Bled Jezero;7944716;7900008;7900212;
Bleibach;8001017;8001017;0;RVF
Bleibach Bahnhof, Gu;500137;500137;0;
Bleiburg;8103825;8100393;0;
Bleiburg Bahnhof (Vo;8171803;8171803;0;
Bleiburg(Gr);7943504;0;0;
Bleiburg(Gr);8103831;8101942;0;
Bleiburg Stadt;8103826;8100668;0;
Bleiburg Stadt Bahnh;8171802;8171802;0;
Bleiche, Bad Herrena;720099;720099;0;
Bleichenbach(Oberh);8001018;8001018;0;RMV
Bleicherode Ost;8010055;8010055;8099494;
Bleien Liebegg;8596873;8502174;0;
Bleiken;7643366;7600172;0;
Blenod-les-Toul;8769817;8700736;0;
Blens;8001010;8007827;0;
Blere la Croix;8773428;8702845;0;
Bleret;8841434;8800256;0;
Blerick;8400117;8400117;0;
Blesme-Haussignemont;8728217;8700711;0;
Blesno;5482842;5400497;0;
Blhovce;5690842;5600498;0;
Blickweiler;8007799;0;0;100
Blidni;2250848;2201404;0;
Bliesdalheim;8007899;0;0;100
Blieskastel-Lau.SPB;8007634;0;0;100
Blieskastel-Lautzk.;8001027;8001027;0;SVV
Blieskastel Stadt;8007903;0;0;100
Blignou (Ayent), Pro;8521672;8570787;0;
Blindenmarkt;8101048;8100669;0;
Blindenmarkt b.Amste;8175507;8175507;0;
Blindheim;8001028;8001028;0;
Blinjski Kut;7897974;7800212;0;
Blitzingen;8501669;8501669;0;
Blizejov;5498842;5400499;5474765;
Blizevedly;5427642;5400500;0;
Blizkovice;5435642;5400501;0;
Blizna;5145130;5100491;0;
Blockdammweg, Berlin;733114;733114;0;
Blockshausen, Neuhar;607273;607273;0;
Blockwiesen, Isny im;490329;490329;0;
Bloemendaal;8400118;8400118;0;
Blois;8750193;8700193;8700546;
Blois Chambord;8757400;0;0;
Blok Post 173 Km;2251948;2201943;0;
Blomberg(Gem);8040280;0;0;
Blomberg(S);7483059;7400347;0;
Blommenholm;7601407;7600280;0;
Blomstermaala statio;7420887;7400725;0;
Blonay;8526241;8501281;0;
Blonie;5185130;5100496;0;
Blönsdorf;8011210;8011210;0;VBB
Blonville sur Mer Be;8789426;8702847;8700789;
Blotnica;5184330;5100486;0;
Blotnica Strzelecka;5136410;5100580;0;
Blotniza;2272663;2200253;2204536;
Blovice;5443642;5400502;5473955;
Bluche-Randogne;8541673;8501595;0;
Bludenz;4201230;0;0;
Bludenz;8101230;8100067;8100390;
Bludenz Bahnhof (Vor;8171002;8171002;0;
Bludenz Brunnenfeld;8158862;8100699;0;
Bludenz-Moos;8140462;8100667;0;
Bludov;5433042;5400503;5433042;
Bludov lazne;5451642;5400504;5433062;
Blumberg(b Berlin);8011211;8011211;0;VBB
Blumberg-Rehhahn;8011064;8011064;0;VBB
Blumberg-Riedöschin;8001029;8001029;0;VSB
Blumberg-Zollhaus;8006669;8006669;0;VSB
Blumenau;8011212;8011212;0;VMS
Blumenau(CH);8549673;8503113;0;
Blumenberg;8010056;8010056;8039754;MAR
Blumenhagen;8011213;8011213;0;
Blumenkamp;8001030;8001030;0;VRR
Blumenstraße, Weinhe;510426;510426;0;
Blumenthal(Mark);8017150;8011214;0;430
Boba;5504093;5500062;5504093;
Bobadela;9478027;9400176;0;
Bobadilla;7154400;7100044;7154400;
Bobenheim;8001032;8001032;0;VRN
Bobilskaja;2080663;2000394;2060421;
Bobingen;8001033;8001033;8086966;AVV
Böbingen(Rems);8005979;8005979;0;
Bobitz;8011215;8011215;0;
Bobitz Schule;8079712;8079712;0;
Böblingen;8001055;8001055;8071187;VVS
Böblingen Danz;8007855;8085005;0;428
Böblingen Heust;8007857;8085007;0;428
Böblingen Südbf;8007856;8085006;0;428
Böblingen Zimmer;8007858;8085008;0;428
Boboc;5350398;5350392;0;
Bobolia;5380407;5330407;0;
Boboshevo;5250075;5200075;0;
Bobov Dol;5250320;5200320;0;
Bobowa;5122730;5100508;0;
Bobowa Miasto;5108112;5100509;0;
Bobrik;2258048;2201395;0;
Bobrik Donskoj;2054040;2005020;0;
Bobrovicsi;2282208;2201598;0;
Bobrow;2096663;2000395;2014522;
Bobrowka;5142730;5100560;0;
Bobrowniki;5140330;5100530;0;
Bobrowo Pomorskie;5169130;5100494;0;
Bobrujsk Gl.;2183447;2100159;0;
Bobry;5193930;5100507;0;
Bobstadt;8001034;8001034;0;VRN
Boc;5467642;5400506;0;
Bocanovice (Boconowi;5424899;5403662;0;
Bocfölde;5541048;5500314;0;
Bochnia;5107965;5100227;5100029;
Bocholt;8000040;8000040;0;VGM
Bocholt(Gem);8040170;0;0;
Bochum-Dahlhausen;8001038;8001038;0;VRR
Bochum-Dahlhausen EB;8082854;8070331;0;
Bochum-Ehrenfeld;8001039;8001039;0;VRR
Bochum(Gem);8040314;0;0;
Bochum-Hamme;8006710;8006710;0;VRR
Bochum Hbf;8000041;8000041;8044188;VRR
Bochum Hbf (Buddenbe;8070979;8070979;0;
Bochum Hbf/Gelsenk.;8006803;0;0;
Bochum-Langendreer;8000358;8000358;0;VRR
Bochum-Langendreer W;8004474;8004474;0;VRR
Bochum Präsident;8006903;0;0;
Bochum-Riemke;8001035;8001035;0;VRR
Bochum West;8006711;8006711;0;VRR
Bocicoel;5393624;5343624;0;
Bocicoi;5346583;5300143;0;
Bockenem;8001041;0;0;
Bockenheim-Kindenh.;8001043;8001043;0;VRN
Bockfliess;8102739;0;0;
Bockfließ;8125262;8100675;0;
Bockhorst, Güstrow;935602;935602;0;
Böckingen Sonnenbrun;755049;755049;0;
Böckingen Sonnenbrun;8054328;8070159;0;
Böckingen West;8046328;8070158;0;
Bockstael;8812021;8800282;0;
Böckstein;8198374;8100094;8100480;
Böckstein Bahnhof (V;8164314;8164314;0;
Bockum-Hövel;8001045;8001045;0;VRL
Bocquegney(Epinal);8794617;8700749;0;
Bocsa Salaj;5394290;5344290;0;
Bocskaikert;5549048;5500315;0;
Boczow;5193050;5100397;0;
Bod;5380859;5330859;0;
Bodafors;7400383;0;0;
Bodafors station;7440759;7400801;0;
Bodajk;5557048;5500316;0;
Bodakva;2258768;2201305;0;
Bodegraven;8400121;8400121;0;
Bodelsberg;8001046;8001046;0;
Bodelshausen;8001047;8001047;0;NAL
Boden;7400389;0;0;
Bodenburg;8001048;8001048;0;
Boden Centralstation;7423336;7400043;7400150;
Boden(CH);8557673;8507278;0;
Bodenfelde;8001050;8001050;8037050;VSN
Bodenheim;8000359;8000359;0;RNN
Bodenmais;8001051;8001051;8094051;WBV
Bodenrode;8011219;8011219;0;
Bodensdorf/Ossiacher;8172002;8172002;0;
Bodensee-Airport, Fr;494607;494607;0;
Bodenwerder;8006811;0;0;
Bodenwerder Kemnade;8006812;8070333;0;
Bodenwöhr Nord;8001054;8001054;8092225;VLC
Bödigheim;8001056;8001056;0;VRN
Bödigheim Kirche, Bu;505757;505757;0;
Bodio TI;8565673;8505207;0;
Bodmin Parkway;7035010;7000309;7000102;
Bodoc;5390177;5340177;0;
Bodoe;7601388;7600008;7601388;
Bodolyaber;5573048;5500318;0;
Bodrogkeresztur;5513417;5500319;0;
Bodrogolaszi;5589048;5500320;0;
Bodung;7695366;7600099;0;
Bodvaszilas;5597048;5500321;0;
Boe;7602002;0;0;
Boe;8726226;8702849;0;
Boechout;8821634;8800195;0;
Boeckstein;8102119;0;0;
Boeheimkirchen;8101029;0;0;
Boehlerwerk/Ybbs;8101436;0;0;
Boe(N);7622726;7600318;0;
Boen(F);8734226;8702850;0;
Boerkop;8600077;0;0;
Boerkop st;8650268;8600268;0;
Boeylestad;7663526;7600332;0;
Bogaczewo;5101094;5100420;5100906;
Bogaczow;5147450;5100421;5100290;
Bogata Muresului;5392785;5342785;0;
Bogatoe;2033463;2000398;2040344;
Bogatschewo;2241463;2200254;2208369;
Bogdana;5380309;5380309;0;
Bogdaniec;5163641;5100298;0;
Bogdanovcsi;2268608;2201527;0;
Bogdanovka;2252528;2201425;0;
Bogdanow;2127055;2100170;2100058;
Bogdanowitsch;2049463;2000399;2030232;
Bogdo;2030520;2004627;0;
Bogen;8001069;8001069;0;
Bogkovci;5250341;5200341;0;
Bogliasco;8304709;8301228;0;
Bogny Sur Meuse;8717204;0;0;
Bogny-sur-Meuse;8765817;8700785;0;
Bogoduchow;2252872;2200599;2204516;
Bogoduhov;2244650;0;0;
Bogojawlensk;2053771;2000137;2014414;
Bogojevo;7225470;7200219;0;
Bogoniowice Ciezkow.;5161050;5100393;0;
Bogotol;2065463;2000401;2038155;
Bogston;7096680;7000218;0;
Boguchan;2027232;2003586;0;
Boguchwala;5178730;5100515;5100297;
Bogumilowice;5163450;5100423;0;
Bogurica;5250323;5200323;0;
Boguschewskaja;2173463;2100266;2100015;
Boguszewo;5195450;5100427;0;
Boguszow Gorce;5132250;5100429;5100291;
Boguszow Gorce W.;5105525;0;0;
Boguszow Gorce Wsch.;5124250;5100428;5100784;
Boguszow Gorce Zach.;5146730;5100511;5100785;
Bohain;8729626;0;0;
Bohain(Busigny);8739417;8700752;8700868;
Bohalle;8742226;8702851;0;
Boh. Bistrica;7944712;0;0;
Bohdanovce;5683642;5600508;0;
Bohdasin;5491642;5400509;0;
Bohdikov;5499642;5400510;0;
Böheimkirchen;8171662;8100661;0;
Bohinjska Bela;7959287;7900079;0;
Bohinjska Bistrica;7953088;7900015;7900210;
Böhlen(Leipzig);8013471;8013471;0;MDV
Böhlen Werke;8011222;8011222;0;MDV
Böhlerwerk;8191662;8100713;0;
Böhl-Iggelheim;8001057;8001057;0;VRN
Böhmhof;8001058;8001058;0;WBV
Bohmte;8001071;8001071;8049071;
Bohosudov;5453279;5400511;0;
Bohousova;5436522;5400513;0;
Böhringen Kirche, Ra;501381;501381;0;
Böhringen-Rickelsh.;8001059;8001059;0;VHB
Bohumilice v Cechach;5444522;5400514;0;
Bohumilice v Cechach;5452522;5400515;0;
Bohumin;5434124;5400038;5434124;
Bohumin(Gr);5106793;5100021;0;
Bohumin(Gr);5430024;0;0;
Bohunice;5460522;5400516;0;
Bohunovice;5468522;5400517;0;
Bohuslavice nad Vlar;5429322;5400522;0;
Bohuslavice n. Metuj;5492522;5400520;0;
Bohuslavice n.Metuji;5484522;5400519;0;
Bohuslavice u Kyjova;5437322;5400523;5433175;
Bohusovice nad Ohri;5453322;5400525;0;
Bohusovice n.Ohri;5455909;0;0;
Bohus Station;7450998;7400979;0;
Bohutice;5461322;5400526;5435845;
Bohutin;5469322;5400527;0;
Boiano;8309453;8302472;0;
Boigneville;8750226;8702852;0;
Bois Colombes;8766226;8702854;0;
Bois d'Oingt Legny;8774226;8702855;0;
Boisheim;8001072;8001072;0;VRR
Bois-le-Roi;8753817;8700734;0;
Boisleux(Arras);8785817;8700738;0;
Boisseaux(Loiret);8779417;8700757;0;
Boisset Cantal;8790226;8702857;0;
Boissise le Roi;8727026;8702859;0;
Boitsfort;8811437;0;0;
Boitsfort/Bosvoorde;8828921;8800526;0;
Boiu Bihor;5385316;5335316;0;
Boizenburg(Elbe);8011230;8011230;0;
Bojanovice;5485322;5400529;0;
Bojanowo;5134650;5100459;5100292;
Bojary;5194730;5100517;0;
Bojchinovci;5250291;5200291;0;
Bojka;5250343;5200343;0;
Bojkovice;5455120;5400267;5433185;
Bojkovice mesto;5483005;5433005;0;
Bojov;5493322;5400530;0;
Boju;5381891;5331891;0;
Bokholt;8007067;8007067;0;404
Bokhorst/Vogelsang,;699502;699502;0;
Bokrijk;8831781;8800210;0;
Boksiti;2071846;2001936;0;
Boksycka;5123530;5100518;0;
Bokter;2774536;2700657;0;
Bolatice;5462739;5403729;0;
Bolbec Nointot;8751026;8702862;0;
Boldixum, Wyk auf Fö;696112;696112;0;
Boldogkövaralja;5549848;5500325;0;
Boldur;5365706;5315706;0;
Boldva;5557848;5500326;0;
Bole;8548953;8504218;0;
Bolechowo;5144330;5100481;0;
Bolehost;5422122;5400531;0;
Bolen;2089784;2002774;0;
Boleraz;5630122;5600532;0;
Boleslawice Swidnic.;5120410;5100578;0;
Boleslawiec;5105385;5100079;5100010;
Boleszkowice;5136330;5100480;0;
Boletice nad Labem;5446122;5400534;0;
Bolgheri;8383881;8301229;0;
Bolhas;5565848;5500327;0;
Boliqueime;9486027;9400177;0;
Bollebygd Station;7463059;7400295;7400243;
Bollement;8581673;8500196;0;
Bollene-la-Croisiere;8723417;8700750;8700441;
Bollnas;7400411;0;0;
Bollnäs station;7431336;7400044;7400128;
Bollwiller;8718270;0;0;
Bollwiller(Lutterb);8745793;8700293;0;
Bologa;5382297;5332297;0;
Bologna Borgo Paniga;8365321;8300997;8300410;
Bologna Centrale;8305043;8300217;8300444;
Bologna Corticella;8349321;8300995;8300407;
Bologna Mazzini;8305140;8305140;0;
Bologna San Ruffillo;8350996;8300996;8300409;
Bologna San Vitale;8355081;8305081;0;
Bologna S. Ruff.;8305130;0;0;
Bologne;8714222;8700754;0;
Bologne Salle des Fê;8798043;8705025;0;
Bologoe-Moskovkoe;2005000;2000041;2004660;
Bologoe-Polozkoe;2097463;2000403;2004575;
Bolon;2026263;2000404;2034655;
Bolotnaja;2034263;2000405;2044930;
Bolovanis;5353318;5353318;0;
Bolquere Eyne;8759026;8702863;0;
Bolschoj Newer;2050263;2000407;2050460;
Bolshaia Vishera;2075720;2005192;0;
Bolshaya mikhajlovk;2735888;2700362;0;
Bolshaya-omutnaya;2040904;2002658;0;
Bolshaya rechka;2097064;2002865;0;
Bolshoj tokmak;2291248;2200919;0;
Bolsh.volg;2055940;2005932;0;
Bolstadoeyri;7634726;7600366;0;
Bolsternang Gasthof,;494190;494190;0;
Bolsternang Gh Schwa;846781;846781;0;
Bolsternang Toracker;846783;846783;0;
Bolsternang Überruh,;846782;846782;0;
Boltigen;8526473;8507292;0;
Boly;5573848;5500328;0;
Bolzano Bozen;8302026;0;0;
Bolzano/Bozen;8329678;8300084;8300211;
Bolzano Casanova/Boz;8353945;8303945;0;
Bolzano Novarese;8331961;8301273;0;
Bolzano Sud;8302226;0;0;
Bolzano Sud/Bozen Sü;8393561;8301251;0;
Bölzke;8017168;8011225;0;430
Bomal;8864469;8800279;0;
Bombarral;9467401;9400025;0;
Bom Joao;9494027;9400178;0;
Bonaduz;8534473;8509184;0;
Bonassola;8341998;8300544;8300390;
Boncourt;8550129;8500128;8500171;
Bondorf(b Herrenb);8001080;8001080;8071149;VVS
Bondy;8711340;8702864;0;
Bonefro-S.Croce;8398078;8302473;0;
Bönen;8001061;8001061;8059061;VRL
Bönen(Gem);8040388;0;0;
Bonferraro;8302383;8301223;0;
Bonifatiuskirche, Ma;511172;511172;0;
Bonifatiuskirche, Ma;518337;518337;0;
Bönigen;8534241;8508371;0;
Boniswil;8550473;8502032;0;
Bonn-Bad Godesberg;8001082;8001082;8053195;VRS
Bonn-Bad Godesberg B;8071082;8071082;0;
Bonn-Bad Godesb. KD;8007914;8075942;0;799
Bonn Bertha-von-Sutt;8070195;8070195;0;
Bonn-Beuel;8001083;8001083;8053196;VRS
Bonn-Beuel Bahnhof;8071083;8071083;0;
Bonn/Bonn-Beuel;8006804;0;0;
Bonndorf(Schwarzw);8001087;0;0;
Bonn-Duisdorf;8001084;8001084;0;VRS
Bonnemain;8783026;8702866;0;
Bonn-Endenich Nord;8001088;8001088;0;VRS
Bonneval(Chat);8770617;8700746;0;
Bonnevaux(Frasne);8720297;8700810;0;
Bonneville;8774633;8700137;8700269;
Bonnevilleplatz, Sta;500640;500640;0;
Bonn(Gem);8040068;0;0;
Bonn Hbf;8000044;8000044;8053192;VRS
Bonn Hbf (tief);8048694;8098044;0;
Bonn Helmholtzstr.;8001081;8001081;0;VRS
Bonnieres;8791026;8702867;0;
Bönningstedt;8007047;8007047;0;404
Bonn KD;8007913;8075941;0;799
Bonn Konrad-Adenauer;8062099;8070075;0;
Bonn-Mehlem;8001085;8001085;0;VRS
Bonn-Oberkassel;8001086;8001086;0;VRS
Bonn Stadthaus;8070107;8070107;0;
Bonn(TG 2600);8007796;0;0;565
Bonn Thomas-Mann-Str;8071576;8071576;0;
Bonn UN Campus;8001091;8001091;0;VRS
Bonn-Vilich;8070751;8070750;0;
Bonn-Vilich-Müldorf;8070749;8070749;0;
Bonn-Vilich-Rheindor;8070748;8070748;0;
Bonnya;5581848;5500329;0;
Bonorva;8351881;8301225;0;
Bons-en-Chablais(An);8725737;8700680;8700124;
Bonson;8727826;8702869;0;
Bonstetten-Wettswil;8558473;8502222;0;
Bontida;5394044;5344044;0;
Booischot;8821857;8800207;0;
Bookholzberg;8001089;8001089;0;VBN
Boom;8822814;8800315;0;
Boondael;8814456;0;0;
Boondael/Boondaal;8872921;8800581;0;
Boortmeerbeek;8822475;8800326;0;
Boostedt;8007061;8007061;0;404
Bopfingen;8001090;8001090;8073441;
Boppard-Bad Salzig;8000742;8000742;0;VRM
Boppard-Buchholz;8001235;8001235;0;
Boppard-Fleckertshöh;8002004;8002004;0;
Boppard Hbf;8000045;8000045;8056213;VRM
Boppard-Hirzenach;8002861;8002861;0;VRM
Boppard KD;8007929;8075957;0;799
Boppard Süd;8007150;8000324;0;441
Bor;7214350;0;0;
Bor;7400417;0;0;
Boraas Central;7439336;7400045;7400300;
Borac;5478122;5400538;0;
Boran sur Oise;8735826;8702870;0;
Boras C;7400431;0;0;
Borchen(Gem);8040306;0;0;
Bor(CZ);5462122;5400536;0;
Bordeaux;8758101;0;0;
Bordeaux St Je;8758100;0;0;
Bordeaux-St-Jean;8782345;8700047;8700058;
Bordeaux St Louis;8723531;0;0;
Bordei;5360744;5310744;5310744;
Borderes et Lamen;8751826;8702873;0;
Bordesholm;8001092;8001092;8024377;SHT
Bordet;8811163;8800232;0;
Bordighera;8304503;8300136;8300305;
Bording;8600271;0;0;
Bording st;8650263;8600263;0;
Bords;8723122;8702391;0;
Boreczek;5125930;5100548;0;
Borek pod Troskami;5422922;5400541;0;
Borek u Tachova;5430922;5400542;0;
Borek u Zlutic;5438922;5400543;0;
Boretice;5447722;5400554;0;
Borgeln;8001093;8001093;0;VRL
Borgentreich(Gem);8040269;0;0;
Borghetto S. Spirito;8370361;8301258;0;
Borghetto sull'Adige;8385561;8301250;0;
Borgholzhausen;8001095;8001095;0;OWL
Borgholzhausen(Gem);8040245;0;0;
Borgio-Verezzi;8304521;0;0;
Borgio Verezzi;8330078;8300612;0;
Borgnone-Cadanza;8566473;8505498;0;
Borgo a Buggiano;8324681;8301182;0;
Borgo a Mozzano;8327881;8301222;0;
Borgochiesanuova;8353940;8303940;0;
Borgo Fornari per Vo;8399881;8301231;0;
Borgofranco;8326878;8300655;0;
Borgo Lavezzaro;8391081;8301220;0;
Borgo Lombardo;8367081;8301217;0;
Borgomanero;8300016;8300013;8300027;
Börgönd;5558648;5500336;0;
Borgone;8359881;8301226;0;
Borgonovo, Villaggio;8554720;8509756;0;
Borgonuovo;8343881;8301224;0;
Borgonuovo, Cas. Acq;8583877;8583845;0;
Borgonuovo, Italia;8577416;8581124;0;
Borgoratto;8321561;8301242;0;
Borgo Revel;8369561;8301248;0;
Borgo S. Dalmazzo;8300613;8300364;0;
Borgosesia;8300104;0;0;
Borgo S. Lorenzo;8306604;8300867;8300306;
Borgo S. Lorenzo-Rim;8383081;8301219;0;
Borgo S. Martino;8354361;8301256;0;
Borgo Ticino;8382878;8300603;0;
Borgo Val di Taro;8306161;8300137;8300307;
Borgo Valsugana;8390878;8300701;0;
Borgo Vercelli;8371161;8301268;0;
Borgsdorf;8011527;8080200;0;VBB
Borgstena station;7484827;7400473;0;
Borgsum Dorf;696074;696074;0;
Borgsum West;696073;696073;0;
Borice;5463722;5400556;0;
Bori les;5455722;5400555;0;
Borislav;5471722;5400557;0;
Borisoglebsk;2058263;2000408;2014450;
Borisow;2166263;2100267;2100305;
Borispol;2275008;2201607;0;
Borjana;5250346;5200346;0;
Borjava;2297560;2200790;0;
Borken(Gem);8040171;0;0;
Borken(Hess);8001098;8001098;8034098;NVV
Borken(Hes.) (TGem);8040464;0;0;
Borken(Westf);8000346;8000346;8046346;VGM
Borkheide;8011238;8011238;0;VBB
Borki Kosy;5179530;5100525;0;
Borki Opolskie;5150730;5100561;0;
Borkowo;5171530;5100524;0;
Borkum Flugplatz;8007784;8007784;0;203
Borkum(Nordseebad);8007764;8007764;8026123;202
Borkum Reede;8058015;8079115;0;
Bork(Westf);8001097;8001097;0;VRL
Borla;5394288;5344288;0;
Borlange;7400427;0;0;
Borlänge Central;7491256;7400001;7400160;
Borna(Leipzig);8011242;8011242;0;MDV
Borne;8400124;0;0;
Börnecke(Harz);8011226;8011226;0;
Borne(F);8767826;8702875;0;
Bornel-Belle-Eglise;8732937;8700671;8700505;
Bornem;8822772;8800353;0;
Borne(NL);8445681;8400124;0;
Bornheim(Gem);8040149;0;0;
Bornheim (Rheinland);442288;442288;0;
Börnichen-Schlepzig;8017282;8011227;0;
Bornum B243, Bockene;353190;331035;0;
Bornum(Harz);8001102;0;0;
Borohradek;5446922;5400544;0;
Boromlya;2286048;2201349;0;
Boronow;5134730;5100559;0;
Borore;8367881;8301227;0;
Borovany;5470922;5400547;0;
Borova u Policky;5450545;5400545;0;
Borova u Policky z.;5462922;5400546;0;
Borovnica;7944004;7900080;0;
Borovnice;5478922;5400548;0;
Borovnicka;5486922;5400549;0;
Borovo;5282254;5200074;0;
Borovy;5494922;5400550;0;
Borowa Olesnicka;5124410;5100628;0;
Borowenka;2074263;2000409;2004585;
Borowiki;5181130;5100545;0;
Borowina;5141210;5100640;0;
Boroynak;2752566;2700294;0;
Borris;8600280;0;0;
Borris st;8650272;8600272;0;
Borsa;5631722;5600552;0;
Borsdorf(Hess);8001104;8001104;0;RMV
Borsdorf(Sachs);8010059;8010059;0;MDV
Borsihalom;5589848;5500330;0;
Borsja;2090263;2000410;2050350;
Borsky Mikulas;5614126;5600551;0;
Borsodszirak;5597848;5500331;0;
Borsosbereny;5526648;5500332;0;
Borsov nad Vltavou;5439722;5400553;0;
Börßum;8001063;8001063;8038191;VRB
Bor station;7450964;7400962;0;
Borsukowka;5124330;5100528;0;
Borszewice;5143530;5100570;0;
Bort les Orgues;8752876;8702876;8700564;
Bort Les Orgues;8764570;0;0;
Borucice;5130010;5100599;0;
Borup;8600614;0;0;
Borup st;8632969;8600276;8600614;
Borushtica;5250066;5200066;0;
